record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO2188",,,,,,"2","3","2021","20220501","20220531","2FS  GSMNR0124","2FS  GSMNH2526","2FS  GSMNS0124","F","H","P","FR",,,"N",,,,,"0000","138",,,"C",,,,,,"R-Sliammon R","H-Powell River Schools","S-Sliammon R","BC","GST","GSMN","N","0","0","0","138","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085560",,,,,,"2",,"2014","20150410","20150505","3F10510  080435 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.91",,,,,,,"0000","338",,,,,,,,"COMBINED SCHOOL GROUPS.","BEAR CR      08.0435","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","338","0"
"T","4.2","20250205","CDFO","CDFO","03","181783","12",,,,,"2","3","2012","20140509","20140509","2FS  JNSTR0106","2FS  JNSTH0106","2FS  JNSTS0106","S","H","P","FR","24.36","135","N","0000","37852",,,,,,,"B","0",,,,"Vaccination trial group (placebo).","R-Quinsam R","H-Quinsam River H","S-Quinsam R","BC","JNST","JSVI","N","0","37852","0","0","0"
"N","4.2","20250115","ADFG","KRAA","01","!01192KRAA09",,,,,,"2","3","2018","20190627","20190627","1F4KD252 30","1F4KD252 31","1F4KD252 3199998","F","H","P",,"1.8",,"N",,,,,"0500","30000",,,"W",,,,,,"RUTH LK 252-30 (B)","KITOI BAY","KITOI BAY H","AK","WEAK","KODI","N","0","0","0","30000","0"
"N","4.2","20250205","CDFO","CDFO","03","!03AD1683",,,,,,"2","3","2016","20180612","20180612","2MS  GSVIR2468","2MS  GSVIH2468","2FS  GSVIS0295","S","H","B","FR","25.2",,"N",,,,,"5000","18502",,,"B",,,,,,"R-Saanich In","H-Saanich Inlet Seapen","S-Goldstream R","BC","GST","GSVI","N","0","0","18502","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085564",,,,,,"2",,"2014","20150331","20150331","3F10510  080203 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.91",,,,,,,"0000","378",,,,,,,,"COLLINS CREEK","ISSAQUAH TRB 08.0203","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","378","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085567",,,,,,"2",,"2014","20150306","20150604","3F10510  080178 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","1334",,,,,,,,"COMBINED SCHOOL GROUPS.","ISSAQUAH CR  08.0178","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","1334","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085568",,,,,,"2",,"2014","20150403","20150429","3F10510  080230 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.91",,,,,,,"0000","493",,,,,,,,"COMBINED SCHOOL GROUPS.","JUANITA CR   08.0230","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","493","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085615",,,,,,"2",,"2013","20140328","20140328","3F10510  080052 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","300",,,,,,,,,"LYON CR      08.0052","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","300","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085570",,,,,,"2",,"2014","20150304","20150417","3F10510  080049 R02","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","540",,,,,,,,"COMBINED SCHOOL GROUPS.","BALLINGER LK (SNOH)","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","540","0"
"T","4.2","20250205","CDFO","CDFO","03","181796","12",,,,,"2","3","2010","20110617","20110617","2FS  GSVIR0080","2FS  GSVIH0100","2FS  GSVIS0100","F","H","B","FR",,,"N","5000","43883",,,"5000","13579",,,"B","0.0025","6","400",,,"R-Horne Lk","H-Big Qualicum River H","S-Big Qualicum R","BC","GST","GSVI","N","43883","0","13579","0","0"
"N","4.2","20250115","ADFG","ADFG","01","!01192ADFG39",,,,,,"2","3","2018","20191029","20191029","1F2UC247 5099946","1F2UC247 5010060998","1F2UC247 5010060","A","H","P",,"74",,"N",,,,,"0000","3284",,,"V",,,,,,"MATANUSKA LK","WILLIAM JACK HERNAND","SHIP CR","AK","CEAK","UCI","N","0","0","0","3284","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085571",,,,,,"2",,"2014","20150313","20150610","3F10510  080028AR","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","5096",,,,,,,,"COMBINED SCHOOL GROUPS.","LK WASHINGTON (KING)","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","5096","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085572",,,,,,"2",,"2014","20150401","20150401","3F10510  080052 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","300",,,,,,,,,"LYON CR      08.0052","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","300","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085573",,,,,,"2",,"2014","20150303","20150421","3F10510  080115 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","500",,,,,,,,"COMBINED SCHOOL GROUPS.","MACKEY CR    08.0115","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","500","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085575",,,,,,"2",,"2014","20150401","20150401","3F10510  080203 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","200",,,,,,,,"MARYMOOR SLOUGH","ISSAQUAH TRB 08.0203","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","200","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085577",,,,,,"2",,"2014","20150502","20150502","3F10510  080049 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.91",,,,,,,"0000","448",,,,,,,,"COMBINED SCHOOL GROUPS.","MCALEER CR   08.0049","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","448","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085578",,,,,,"2",,"2014","20150410","20150507","3F10510  080070 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","390",,,,,,,,"COMBINED SCHOOL GROUPS.","NORTH CR     08.0070","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","390","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085579",,,,,,"2",,"2014","20150324","20150501","3F10510  080059 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","617",,,,,,,,"COMBINED SCHOOL GROUPS.","SWAMP CR     08.0059","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","617","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085580",,,,,,"2",,"2014","20150401","20150401","3F10510  080203 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.91",,,,,,,"0000","218",,,,,,,,"WILLOW CREEK.","ISSAQUAH TRB 08.0203","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","218","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085583",,,,,,"2",,"2014","20150529","20150529","3F10510  090087 R","3F10510  08     H11","3F10510  090072 S",,"H",,"FR","0.9",,,,,,,"0000","220",,,,,,,,,"JENKINS CR   09.0087","FRIENDS OF ISH","BIG SOOS CR  09.0072","WA","MPS","DUWA","N","0","0","0","220","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085584",,,,,,"2",,"2014","20150317","20150317","3F10510  090092 R","3F10510  08     H11","3F10510  090072 S",,"H",,"FR","0.91",,,,,,,"0000","234",,,,,,,,,"LTL SOOS CR  09.0092","FRIENDS OF ISH","BIG SOOS CR  09.0072","WA","MPS","DUWA","N","0","0","0","234","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085585",,,,,,"2",,"2014","20150521","20150521","3F10510  090221 R","3F10510  08     H11","3F10510  090072 S",,"H",,"FR","0.93",,,,,,,"0000","58",,,,,,,,"MCSORLEY CREEK","GREEN R TRIB 09.0221","FRIENDS OF ISH","BIG SOOS CR  09.0072","WA","MPS","DUWA","N","0","0","0","58","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO2364",,,,,,"2","3","2023","20240428","20240428","2FS  GSVIR0295","2FS  GSVIH2472","2FS  GSVIS0295","F","H","P","FR",,,"N",,,,,"0000","96",,,"B",,,,,,"R-Goldstream R","H-Saanich Schools","S-Goldstream R","BC","GST","GSVI","N","0","0","0","96","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085602",,,,,,"2",,"2013","20140403","20140501","3F10510  080435 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","557",,,,,,,,"COMBINED SCHOOL GROUPS.","BEAR CR      08.0435","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","557","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085603",,,,,,"2",,"2013","20140530","20140530","3F10510  080019 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.91",,,,,,,"0000","274",,,,,,,,"COMBINED SCHOOL GROUPS.","BOEING CR    08.0019","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","274","0"
"N","4.2","20250205","CDFO","CDFO","03","!03AD1685",,,,,,"2","3","2016","20180507","20180509","2FS  JNSTR0164","2FS  JNSTH0339","2FS  JNSTS0164","S","H","B",,"15",,"N",,,,,"5000","81001",,,"B",,,,,,"R-Cluxewe R","H-Quatse River H","S-Cluxewe R","BC","JNST","JSVI","N","0","0","81001","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085605",,,,,,"2",,"2013","20140331","20140331","3F10510  080203 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.91",,,,,,,"0000","243",,,,,,,,"COLINS CREEK.","ISSAQUAH TRB 08.0203","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","243","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085607",,,,,,"2",,"2013","20140415","20140415","3F10510  080203 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","230",,,,,,,,"HILLSIDE CREEK.","ISSAQUAH TRB 08.0203","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","230","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085609",,,,,,"2",,"2013","20140214","20140602","3F10510  080178 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","1419",,,,,,,,"COMBINED SCHOOL GROUPS.","ISSAQUAH CR  08.0178","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","1419","0"
"N","4.2","20250205","CDFO","CDFO","03","!03AD1686",,,,,,"2","3","2016","20180514","20180514","2FS  GSMNR0226","2FS  GSMNH0226","2FS  GSMNS0226","S","H","B","FR","20.24",,"N",,,,,"5000","10964",,,"B",,,,,,"R-Noons Cr","H-Noons Creek H","S-Noons Cr","BC","GST","GSMS","N","0","0","10964","0","0"
"N","4.2","20250205","CDFO","CDFO","03","!03AD1693",,,,,,"2","3","2016","20180515","20180515","2FS  LWFRR0314","2FS  LWFRH0281","2FS  LWFRS0281","S","H","B","FR","21.8",,"N",,,,,"5000","6100",,,"W",,,,,,"R-Brunette R","H-Bell-Irving Kanaka Cr H","S-Kanaka Cr","BC","FRTH","LOFR","N","0","0","6100","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085610",,,,,,"2",,"2013","20140418","20140418","3F10510  080230 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","276",,,,,,,,,"JUANITA CR   08.0230","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","276","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00202723",,,,,,"2",,"2022","20230524","20230524","3F10513  130069 R","3F10513  120007 H01","3F10513  150048 S","G","H",,"FR","6.47","80",,,,,,"0000","50000",,,,,,,,"BO=MIXED(HxW)","MITCHELL CR  13.0069","GARRISON HATCHERY","MINTER CR    15.0048","WA","SPS","DES","N","0","0","0","50000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085611",,,,,,"2",,"2013","20140330","20140520","3F10510  080259 R02","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","778",,,,,,,,"COMBINED SCHOOL GROUPS.","KELSEY CR08.0259-R02","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","778","0"
"N","4.2","20250205","CDFO","CDFO","03","!03AD1694",,,,,,"2","3","2016","20180508","20180508","2FS  LWFRR2470","2FS  LWFRH0281","2FS  LWFRS0281","S","H","B","FR","21.2",,"N",,,,,"5000","4000",,,"W",,,,,,"R-Byrne Cr","H-Bell-Irving Kanaka Cr H","S-Kanaka Cr","BC","FRTH","LOFR","N","0","0","4000","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085612",,,,,,"2",,"2013","20140322","20140328","3F10510  080049 R02","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","360",,,,,,,,"COMBINED SCHOOL GROUPS.","BALLINGER LK (SNOH)","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","360","0"
"N","4.2","20250115","ADFG","ADFG","01","!01192ADFG47",,,,,,"2","3","2018","20191022","20191022","1F2UC247 5099944","1F2UC247 5010060998","1F2UC247 5010060","A","H","P",,"70",,"N",,,,,"0000","7208",,,"V",,,,,,"MIRROR LK (ANC)","WILLIAM JACK HERNAND","SHIP CR","AK","CEAK","UCI","N","0","0","0","7208","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085613",,,,,,"2",,"2013","20140319","20140611","3F10510  080028AR","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","5195",,,,,,,,"COMBINED SCHOOL GROUPS.","LK WASHINGTON (KING)","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","5195","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085614",,,,,,"2",,"2013","20140403","20140403","3F10510  080162 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","225",,,,,,,,,"LEWIS CR   08.0162","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","225","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085616",,,,,,"2",,"2013","20140407","20140407","3F10510  080115 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","502",,,,,,,,,"MACKEY CR    08.0115","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","502","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00066346",,,,,,"2","7","2013","20140326","20140326","3F42001  280059 R","3F42001  286005 H","3F42001  270168 S","E","H",,"FR","0.3",,,,,,,"0000","90000",,,,,,,,,"SALMON CR    28.0059","VERNERSBORG FIREFIGHTERS","LEWIS R      27.0168","WA","LOCR","SAWA","N","0","0","0","90000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00066348",,,,,,"2",,"2012","20140326","20140326","3F21802  230913 R","3F218 23 Q5FA61 R","3F21802  230761 S","Y","H",,"FR","25.19",,,,,,,"5000","52800",,,,,,,,"BO=MIXED(HxW)","GHEER CR     23.0913","CARLISLE LK PROJECT","SKOOKUMCHUCK 23.0761","WA","GRAY","UPCH","N","0","0","52800","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00066349",,,,,,"2","7","2012","20140327","20140327","3F21802  230913 R","3F218 23 Q5FA61 R","3F21802  230761 S","Y","H",,"FR","23.87",,,,,,,"5000","44000",,,,,,,,"BO=MIXED(HxW)","GHEER CR     23.0913","CARLISLE LK PROJECT","SKOOKUMCHUCK 23.0761","WA","GRAY","UPCH","N","0","0","44000","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00115428",,,,,,"2","7","2016","20170120","20170120","3F42001  260002ZR","3F42001  266013 H","3F42001  260002 S","E","H",,,"0.3",,,,,,,"0000","20000",,,,,,,,"MCLEAN CREEK","COWLITZ R TRIBS","FRIENDS OF COWLITZ","COWLITZ R    26.0002","WA","LOCR","COWL","N","0","0","0","20000","0"
"T","4.2","20250205","CDFO","AFSP","03","183698","12",,,,,"2","3","2013","20150608","20150615","2FN  NASSR2098",,"2FN  NASSS2098","S","W","I",,"10.2","100",,"5000","3355",,,"0000","326","5000","13","C","0.0039","2","400",,,"R-Zolzap Cr","NA","S-Zolzap Cr","BC","NOBC","NASS","N","3355","0","13","326","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00068554",,,,,,"2","7","2013","20140521","20140521","3F21802  230761 R","3F10513  13     E","3F21802  230761 S",,"H",,"FR","0.9",,,,,,,"0000","200",,,,,,,,,"SKOOKUMCHUCK 23.0761","NEW MARKET SKILL CNTR","SKOOKUMCHUCK 23.0761","WA","GRAY","UPCH","N","0","0","0","200","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00066354",,,,,,"2",,"2013","20140401","20140401","3F10511  150129 R","3F10511  156011 H","3F10510  090072 S",,"H",,"FR","0.9",,,,,,,"0000","15000",,,,,,,,"BO=MIXED(HxW)","JUDD CR      15.0129","VASHON SPORTSMEN","BIG SOOS CR  09.0072","WA","MPS","EKPN","N","0","0","0","15000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00066357",,,,,,"2",,"2013","20140214","20140220","3F21802  230959 R","3F21802  230957 R","3F21802  230761 S","E","H",,"VO","0.3",,,,,,,"0000","48000",,,,,,,,"BO=MIXED(HxW)","GABLE CR     23.0959","DEEP CR      23.0957","SKOOKUMCHUCK 23.0761","WA","GRAY","UPCH","N","0","0","0","48000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00066358",,,,,,"2",,"2013","20140222","20140227","3F21802  230958 R","3F21802  230957 R","3F21802  230761 S","E","H",,"VO","0.3",,,,,,,"0000","48000",,,,,,,,"BO=MIXED(HxW)","TAPP CR      23.0958","DEEP CR      23.0957","SKOOKUMCHUCK 23.0761","WA","GRAY","UPCH","N","0","0","0","48000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00066361",,,,,,"2",,"2013","20140311","20140311","3F10511  100027 R","3F10511  1072125E","3F10511  100414 S",,"H",,"FR","0.9",,,,,,,"0000","250",,,,,,,,"BO=MIXED(HxW)","CLARKS CR    10.0027","PUYALLUP HS(PUYALLUP","VOIGHT CR    10.0414","WA","MPS","PUYA","N","0","0","0","250","0"
"T","4.2","20250205","CDFO","AFSP","03","183993","12",,,,,"2","3","2014","20160422","20160516","2FN  NASSR2098",,"2FN  NASSS2098","S","W","I",,"10","98",,"5000","11152",,,"0000","581","5000","35","C","0.0031","2","2662",,,"R-Zolzap Cr","NA","S-Zolzap Cr","BC","NOBC","NASS","N","11152","0","35","581","0"
"T","4.2","20250205","CDFO","CDFO","03","180764","12",,,,,"2","3","2016","20180430","20180430","2FN  SKNAR2214","2FN  SKNAH2212","2FN  SKNAS2214","S","H","B",,"21",,"N","5000","15107",,,"0000","7910","5000","73","B","0.005","1","200",,,"R-Zymacord R","H-Spring Creek/ SKNA H","S-Zymacord R","BC","NOBC","SKNA","N","15107","0","73","7910","0"
"T","4.2","20250205","CDFO","AFSP","03","182169","12",,,,,"2","1","2012","20140523","20140530","2FN  QCI R1920",,"2FN  QCI S1920","S","W","I",,,,,"5000","3129",,,"0000","532",,,"C",,,,,"NO BIOSAMPLING DONE","R-Deena Cr","NA","S-Deena Cr","BC","QCI","QCIG","N","3129","0","0","532","0"
"N","4.2","20250205","CDFO","CDFO","03","!03AD1106",,,,,,"2","3","2011","20120704","20120704","2FS  GSVIR0266","2FS  GSVIH0266","2FS  GSVIS0266","F","H","B",,"6",,"N",,,,,"5000","28255",,,"C",,,,,,"R-French Cr","H-Marion Baker H","S-French Cr","BC","GST","GSVI","N","0","0","28255","0","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO2189",,,,,,"2","3","2021","20220421","20220513","2FS  GSVIR0266","2FS  GSVIH1685","2FS  GSVIS0266","F","H","P","FR",,,"N",,,,,"0000","362",,,"B",,,,,,"R-French Cr","H-Qualicum Schools","S-French Cr","BC","GST","GSVI","N","0","0","0","362","0"
"T","4.2","20250106","WDFW","WDFW","04","635873","13",,,"D","04201200000538","2","3","2010","20120416","20120423","3F42001  270168 R01","3F42001  270168 H","3F42001  270168 S","Y","H",,"VO","28.89",,,"0000","68702",,,"0000","820",,,,"0.0118",,"844",,,"LEWIS R -NF  27.0168","LEWIS RIVER HATCHERY","LEWIS R      27.0168","WA","LOCR","LEWI","N","0","68702","0","820","0"
"T","4.2","20250205","CDFO","CDFO","03","180769","12",,,,,"2","3","2020","20220516","20220517","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P","FR","15.36","113","N","5000","64526",,,"5000","2153",,,"B","0.0323",,"1115",,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","BC","FRTH","LOTR","N","64526","0","2153","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00058542",,,,,,"2","7","2011","20120101","20120130","3F42001  260443 R","3F42001  26     H01","3F42001  260002 S","E","H",,,"0.3",,,,,,,"0000","10000",,,,,,,,,"CAMPBELL CR  26.0443","COWLITZ GAME ANGLERS","COWLITZ R    26.0002","WA","LOCR","COWL","N","0","0","0","10000","0"
"T","4.2","20250106","WDFW","WDFW","04","635880","13",,,"D","04201200000445","2",,"2010","20120501","20120521","3F21802  220360 R02","3F21802  220360 H","3F21802  220360 S","Y","H",,"VO","30.85","140",,"0000","71753",,,,,,,,,,"500",,"BO=MIXED(HxW)","SATSOP R -EF 22.0360","BINGHAM CR HATCHERY","SATSOP R     22.0360","WA","GRAY","GHLC","N","0","71753","0","0","0"
"T","4.2","20250205","CDFO","CDFO","03","181869","12",,,,,"2","3","2011","20120710","20120712","2FS  GSVIR0080","2FS  GSVIH0100","2FS  GSVIS0100","F","H","B","FR","3.82",,"N","5000","55587",,,"5000","26944",,,"B","0.005","13","800",,,"R-Horne Lk","H-Big Qualicum River H","S-Big Qualicum R","BC","GST","GSVI","N","55587","0","26944","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00115433",,,,,,"2","7","2016","20170115","20170115","3F42001  260187 R","3F42001  266013 H","3F42001  260002 S","E","H",,,"0.3",,,,,,,"0000","16000",,,,,,,,,"SALMON CR    26.0187","FRIENDS OF COWLITZ","COWLITZ R    26.0002","WA","LOCR","COWL","N","0","0","0","16000","0"
"N","4.2","20250115","ADFG","KRAA","01","!01192KRAA04",,,,,,"2","3","2017","20190418","20190418","1F4KD259 2110090","1F4KD259 1010020","1F4KD259 1010020999","S","H","P",,"14.5",,"N",,,,,"0500","20327",,,"W",,,,,,"MISSION LK 259-21","PILLAR CREEK","PILLAR CREEK H","AK","WEAK","KODI","N","0","0","0","20327","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00055848",,,,,,"2",,"2012","20121223","20121223","3F10510  080275 R",,"3F10510  080178 S","E","W",,,"0.3",,,,,,,"0000","78000",,,,,,,,"BO=W(WILD)","UNNAMED CR   08.0275","NA","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","78000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085629",,,,,,"2",,"2013","20140401","20140401","3F10510  090226 R","3F10510  08     H11","3F10510  080178 S",,"H",,"FR","0.9",,,,,,,"0000","200",,,,,,,,"UNITED NATIONS CREEK.","GREEN R TRIB 09.0226","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","DUWA","N","0","0","0","200","0"
"N","4.2","20250115","ADFG","ADFG","01","!01212ADFG24",,,,,,"2","3","2020","20210522","20210522","1F2UC247 4199950","1F2UC247 5010060998","1F2UC247 5010060","G","H","P",,"4",,"N",,,,,"0000","1248",,,"W",,,,,,"WILLOW LK","WILLIAM JACK HERNAND","SHIP CR","AK","CEAK","UCI","N","0","0","0","1248","0"
"T","4.2","20250205","CDFO","CDFO","03","181921","0",,,"D","032012H00002526","2","3","2010","20120509","20120509","2FS  JNSTR0106","2FS  JNSTH0106","2FS  JNSTS0106","S","H","P",,"24.9","133","N","5000","10690",,,"5000","133878",,,"B","0.0038","17","794",,,"R-Quinsam R","H-Quinsam River H","S-Quinsam R","BC","JNST","JSVI","N","10690","0","133878","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00085630",,,,,,"2",,"2013","20140501","20140531","3F10511  100006 R","3F10510  08     H11","3F10511  100414 S",,"H",,"FR","0.9",,,,,,,"0000","2642",,,,,,,,"BO=MIXED(HxW) COMBINED SCHOOL GROUPS.","HYLEBOS CR   10.0006","FRIENDS OF ISH","VOIGHT CR    10.0414","WA","MPS","PUYA","N","0","0","0","2642","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO11177",,,,,,"2","3","2011","201204","201205","2FS  GSVIR6727","2FS  GSVIH2472","2FS  GSVIS0295","F","H","B","FR",,,"N",,,,,"0000","350",,,"C",,,,,,"R-Chalet Cr","H-Saanich Schools","S-Goldstream R","BC","GST","GSVI","N","0","0","0","350","0"
"T","4.2","20250205","CDFO","CDFO","03","181925","0",,,,,"2","3","2012","20140507","20140509","2FS  TOMFR0156","2FS  TOMMH0160","2FS  TOMFS0156","S","H","P","FR","12.42","103","N","5000","5708",,,"5000","195","0000","121","B","0.033","202","1042",,,"R-Eagle R","H-Spius Creek H","S-Eagle R","BC","FRTH","UPTR","N","5708","0","195","121","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00086852",,,,,,"2",,"2014","20150507","20150507","3F10510  080006 R","3F10510  0873353E","3F10308  070012 S02",,"H",,"FR","0.9",,,,,,,"0000","925",,,,,,,,"BO=MIXED(HxW)","LUNDS GULCH C 8.0006","MEADOWDALE MS(LYNNWO","SKYKOMISH R  07.0012","WA","MPS","LAKW","N","0","0","0","925","0"
